,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,months,hours,week_days,HI
2118,1,0,0,2,21.32,25.0,100,0.0,5,8,13,5,4,7,21.32
2119,1,0,0,3,21.32,25.0,100,7.0015,3,11,14,5,5,7,21.32
2120,1,0,0,2,21.32,25.0,100,8.9981,3,14,17,5,6,7,21.32
2121,1,0,0,2,21.32,25.0,100,8.9981,4,38,42,5,7,7,21.32
2122,1,0,0,2,22.14,25.76,94,8.9981,24,46,70,5,8,7,22.14
2123,1,0,0,1,23.78,27.275,83,16.9979,36,98,134,5,9,7,23.78
2124,1,0,0,1,23.78,27.275,83,15.0013,73,153,226,5,10,7,23.78
2125,1,0,0,1,24.6,28.79,78,15.0013,120,202,322,5,11,7,24.6
2126,1,0,0,1,25.42,29.545,73,19.9995,120,247,367,5,12,7,25.42
2127,1,0,0,1,25.42,29.545,73,19.0012,195,261,456,5,13,7,25.42
2128,1,0,0,1,26.24,30.305,73,12.998,183,254,437,5,14,7,26.24
2129,1,0,0,1,27.06,31.06,69,16.9979,206,253,459,5,15,7,27.06
2130,1,0,0,1,26.24,30.305,69,16.9979,158,282,440,5,16,7,26.24
2131,1,0,0,3,22.96,26.515,78,23.9994,137,255,392,5,17,7,22.96
2132,1,0,0,1,22.96,26.515,78,16.9979,60,177,237,5,18,7,22.96
2133,1,0,0,1,22.96,26.515,83,7.0015,78,153,231,5,19,7,22.96
2134,1,0,0,1,22.14,25.76,88,0.0,53,138,191,5,20,7,22.14
2135,1,0,0,1,22.14,25.76,88,0.0,44,107,151,5,21,7,22.14
2136,1,0,0,1,22.96,26.515,83,0.0,29,88,117,5,22,7,22.96
2137,1,0,0,1,22.14,25.76,88,15.0013,18,51,69,5,23,7,22.14
2138,1,0,1,1,21.32,25.0,94,7.0015,17,21,38,5,0,1,21.32
2139,1,0,1,1,21.32,25.0,94,8.9981,6,8,14,5,1,1,21.32
2140,1,0,1,1,20.5,24.24,100,6.0032,4,9,13,5,2,1,20.5
2141,1,0,1,1,20.5,24.24,94,11.0014,1,3,4,5,3,1,20.5
2142,1,0,1,1,20.5,24.24,100,8.9981,1,5,6,5,4,1,20.5
2143,1,0,1,1,20.5,24.24,93,12.998,1,20,21,5,5,1,20.5
2144,1,0,1,1,21.32,25.0,88,11.0014,11,93,104,5,6,1,21.32
2145,1,0,1,1,21.32,25.0,83,19.0012,27,245,272,5,7,1,21.32
2146,1,0,1,1,22.96,26.515,73,19.9995,28,366,394,5,8,1,22.96
2147,1,0,1,1,24.6,29.545,69,12.998,38,156,194,5,9,1,24.6
2148,1,0,1,1,25.42,30.305,65,6.0032,37,75,112,5,10,1,25.42
2149,1,0,1,1,26.24,31.06,57,0.0,56,129,185,5,11,1,26.24
2150,1,0,1,1,27.06,31.06,54,6.0032,72,137,209,5,12,1,27.06
2151,1,0,1,1,27.88,31.82,51,0.0,61,153,214,5,13,1,27.88
2152,1,0,1,1,27.88,31.82,51,0.0,76,117,193,5,14,1,27.88
2153,1,0,1,1,29.52,33.335,51,0.0,55,110,165,5,15,1,29.52
2154,1,0,1,3,24.6,28.79,78,16.9979,45,181,226,5,16,1,24.6
2155,1,0,1,1,23.78,27.275,88,15.0013,47,227,274,5,17,1,23.78
2156,1,0,1,3,23.78,27.275,83,12.998,55,398,453,5,18,1,23.78
2157,1,0,1,1,23.78,27.275,83,16.9979,36,272,308,5,19,1,23.78
2158,1,0,1,1,23.78,27.275,83,0.0,31,167,198,5,20,1,23.78
2159,1,0,1,1,23.78,27.275,83,0.0,28,149,177,5,21,1,23.78
2160,1,0,1,1,22.96,26.515,88,6.0032,22,105,127,5,22,1,22.96
2161,1,0,1,1,22.96,26.515,88,6.0032,18,39,57,5,23,1,22.96
2162,1,0,1,2,22.96,26.515,88,0.0,13,18,31,5,0,2,22.96
2163,1,0,1,3,22.96,26.515,88,0.0,7,6,13,5,1,2,22.96
2164,1,0,1,3,22.96,26.515,88,0.0,4,4,8,5,2,2,22.96
2165,1,0,1,3,22.14,25.76,94,16.9979,1,3,4,5,3,2,22.14
2166,1,0,1,3,22.14,25.76,94,16.9979,2,2,4,5,4,2,22.14
2167,1,0,1,3,21.32,25.0,94,16.9979,0,22,22,5,5,2,21.32
2168,1,0,1,3,21.32,25.0,94,16.9979,0,49,49,5,6,2,21.32
2169,1,0,1,2,21.32,25.0,94,16.9979,13,138,151,5,7,2,21.32
2170,1,0,1,2,21.32,25.0,94,19.9995,22,325,347,5,8,2,21.32
2171,1,0,1,2,22.14,25.76,88,16.9979,17,190,207,5,9,2,22.14
2172,1,0,1,3,22.14,25.76,88,16.9979,31,73,104,5,10,2,22.14
2173,1,0,1,2,22.96,26.515,83,27.9993,26,104,130,5,11,2,22.96
2174,1,0,1,3,22.96,26.515,83,27.9993,38,115,153,5,12,2,22.96
2175,1,0,1,2,22.96,26.515,88,22.0028,31,141,172,5,13,2,22.96
2176,1,0,1,1,25.42,29.545,73,31.0009,61,123,184,5,14,2,25.42
2177,1,0,1,1,25.42,30.305,69,30.0026,79,131,210,5,15,2,25.42
2178,1,0,1,1,25.42,30.305,61,22.0028,73,217,290,5,16,2,25.42
2179,1,0,1,1,25.42,30.305,65,27.9993,83,521,604,5,17,2,25.42
2180,1,0,1,1,24.6,29.545,69,19.9995,54,426,480,5,18,2,24.6
2181,1,0,1,1,24.6,29.545,69,16.9979,51,298,349,5,19,2,24.6
2182,1,0,1,1,23.78,27.275,83,27.9993,30,253,283,5,20,2,23.78
2183,1,0,1,1,22.14,25.76,88,16.9979,23,151,174,5,21,2,22.14
2184,1,0,1,2,22.14,25.76,88,19.0012,12,86,98,5,22,2,22.14
2185,1,0,1,2,22.14,25.76,88,16.9979,7,49,56,5,23,2,22.14
2186,1,0,1,2,22.14,25.76,88,15.0013,8,15,23,5,0,3,22.14
2187,1,0,1,2,22.14,25.76,88,16.9979,3,9,12,5,1,3,22.14
2188,1,0,1,3,21.32,25.0,94,15.0013,1,5,6,5,2,3,21.32
2189,1,0,1,3,21.32,25.0,94,19.9995,6,3,9,5,3,3,21.32
2190,1,0,1,3,21.32,25.0,94,19.9995,1,2,3,5,4,3,21.32
2191,1,0,1,1,21.32,25.0,100,15.0013,0,9,9,5,5,3,21.32
2192,1,0,1,1,21.32,25.0,100,8.9981,2,99,101,5,6,3,21.32
2193,1,0,1,1,22.14,25.76,88,12.998,14,260,274,5,7,3,22.14
2194,1,0,1,1,22.96,26.515,88,19.0012,25,428,453,5,8,3,22.96
2195,1,0,1,3,22.96,26.515,83,16.9979,26,176,202,5,9,3,22.96
2196,1,0,1,3,22.14,25.76,88,19.0012,33,73,106,5,10,3,22.14
2197,1,0,1,2,22.14,25.76,94,6.0032,6,17,23,5,11,3,22.14
2198,1,0,1,1,22.96,26.515,94,19.9995,12,42,54,5,12,3,22.96
2199,1,0,1,2,22.96,26.515,83,22.0028,30,92,122,5,13,3,22.96
2200,1,0,1,2,23.78,27.275,78,19.0012,44,94,138,5,14,3,23.78
2201,1,0,1,1,24.6,28.79,78,16.9979,34,133,167,5,15,3,24.6
2202,1,0,1,1,24.6,29.545,73,12.998,53,241,294,5,16,3,24.6
2203,1,0,1,1,24.6,29.545,69,8.9981,78,487,565,5,17,3,24.6
2204,1,0,1,1,24.6,29.545,73,15.0013,58,431,489,5,18,3,24.6
2205,1,0,1,3,22.96,26.515,88,8.9981,43,288,331,5,19,3,22.96
2206,1,0,1,3,22.96,26.515,88,8.9981,24,189,213,5,20,3,22.96
2207,1,0,1,1,21.32,25.0,88,0.0,11,74,85,5,21,3,21.32
2208,1,0,1,1,21.32,25.0,83,0.0,14,103,117,5,22,3,21.32
2209,1,0,1,1,21.32,25.0,94,6.0032,10,49,59,5,23,3,21.32
2210,1,0,1,1,21.32,25.0,94,7.0015,6,23,29,5,0,4,21.32
2211,1,0,1,1,20.5,24.24,94,0.0,2,4,6,5,1,4,20.5
2212,1,0,1,1,20.5,24.24,94,0.0,3,12,15,5,2,4,20.5
2213,1,0,1,1,19.68,23.485,100,0.0,1,3,4,5,3,4,19.68
2214,1,0,1,1,19.68,23.485,94,0.0,2,3,5,5,4,4,19.68
2215,1,0,1,1,19.68,23.485,94,0.0,2,24,26,5,5,4,19.68
2216,1,0,1,2,20.5,24.24,94,0.0,17,86,103,5,6,4,20.5
2217,1,0,1,2,20.5,24.24,100,0.0,18,239,257,5,7,4,20.5
2218,1,0,1,2,21.32,25.0,88,0.0,34,453,487,5,8,4,21.32
2219,1,0,1,2,22.14,25.76,88,6.0032,40,176,216,5,9,4,22.14
2220,1,0,1,2,22.14,25.76,83,0.0,35,95,130,5,10,4,22.14
2221,1,0,1,3,22.14,25.76,88,11.0014,53,111,164,5,11,4,22.14
2222,1,0,1,2,23.78,27.275,78,7.0015,38,130,168,5,12,4,23.78
2223,1,0,1,3,23.78,27.275,64,16.9979,44,139,183,5,13,4,23.78
2224,1,0,1,3,22.14,25.76,73,12.998,43,137,180,5,14,4,22.14
2225,1,0,1,1,22.96,26.515,78,11.0014,63,125,188,5,15,4,22.96
2226,1,0,1,1,23.78,27.275,64,12.998,55,247,302,5,16,4,23.78
2227,1,0,1,1,22.96,26.515,78,11.0014,60,487,547,5,17,4,22.96
2228,1,0,1,1,24.6,31.06,55,11.0014,59,454,513,5,18,4,24.6
2229,1,0,1,1,23.78,27.275,60,8.9981,65,345,410,5,19,4,23.78
2230,1,0,1,1,22.14,25.76,77,19.0012,46,236,282,5,20,4,22.14
2231,1,0,1,1,22.14,25.76,77,19.0012,29,180,209,5,21,4,22.14
2232,1,0,1,3,20.5,24.24,82,19.9995,11,68,79,5,22,4,20.5
2233,1,0,1,1,19.68,23.485,94,0.0,9,63,72,5,23,4,19.68
2234,1,0,1,1,28.7,33.335,79,11.0014,9,25,34,6,0,3,28.7
2235,1,0,1,1,28.7,33.335,84,16.9979,8,9,17,6,1,3,28.7
2236,1,0,1,1,28.7,33.335,79,11.0014,0,3,3,6,2,3,28.7
2237,1,0,1,1,27.88,31.82,89,12.998,0,6,6,6,3,3,27.88
2238,1,0,1,2,27.88,31.82,89,15.0013,0,4,4,6,4,3,27.88
2239,1,0,1,2,27.06,29.545,89,6.0032,2,19,21,6,5,3,27.06
2240,1,0,1,2,27.88,31.82,89,6.0032,7,121,128,6,6,3,27.88
2241,1,0,1,2,28.7,33.335,79,11.0014,19,265,284,6,7,3,28.7
2242,1,0,1,2,29.52,34.85,79,12.998,37,417,454,6,8,3,29.52
2243,1,0,1,2,30.34,35.605,74,15.0013,34,173,207,6,9,3,30.34
2244,1,0,1,2,31.16,37.12,75,16.9979,31,84,115,6,10,3,31.16
2245,1,0,1,2,33.62,40.15,59,15.0013,26,86,112,6,11,3,33.62
2246,1,0,1,1,35.26,41.665,53,0.0,32,137,169,6,12,3,35.26
2247,1,0,1,1,36.9,40.91,37,12.998,29,125,154,6,13,3,39.8619098690756
2248,1,0,1,1,36.9,40.91,37,16.9979,40,105,145,6,14,3,39.8619098690756
2249,1,0,1,1,36.9,41.665,39,19.9995,25,127,152,6,15,3,40.609714472631175
2250,1,0,1,1,35.26,40.15,47,19.9995,39,227,266,6,16,3,35.26
2251,1,0,1,1,35.26,40.15,47,19.9995,52,434,486,6,17,3,35.26
2252,1,0,1,3,33.62,39.395,56,26.0027,31,278,309,6,18,3,33.62
2253,1,0,1,2,30.34,35.605,79,11.0014,16,248,264,6,19,3,30.34
2254,1,0,1,2,30.34,35.605,79,16.9979,23,233,256,6,20,3,30.34
2255,1,0,1,1,30.34,34.85,70,19.0012,29,161,190,6,21,3,30.34
2256,1,0,1,1,30.34,34.85,66,8.9981,14,115,129,6,22,3,30.34
2257,1,0,1,1,30.34,33.335,51,11.0014,10,59,69,6,23,3,30.34
2258,1,0,1,1,30.34,32.575,40,23.9994,11,31,42,6,0,4,30.089424433737204
2259,1,0,1,1,29.52,32.575,38,7.0015,3,12,15,6,1,4,28.95505826025674
2260,1,0,1,1,28.7,31.82,39,0.0,0,6,6,6,2,4,28.22793063119112
2261,1,0,1,1,27.06,31.06,44,7.0015,0,4,4,6,3,4,27.06
2262,1,0,1,1,27.06,31.06,41,12.998,0,3,3,6,4,4,27.06
2263,1,0,1,1,27.06,31.06,39,15.0013,3,28,31,6,5,4,26.857019344426334
2264,1,0,1,1,27.06,31.06,39,8.9981,7,106,113,6,6,4,26.857019344426334
2265,1,0,1,1,28.7,31.82,34,16.9979,19,285,304,6,7,4,27.866354881935504
2266,1,0,1,1,28.7,31.82,32,19.9995,25,442,467,6,8,4,27.741960415224465
2267,1,0,1,1,29.52,31.82,26,23.9994,28,197,225,6,9,4,28.08856275196022
2268,1,0,1,1,29.52,32.575,28,32.9975,33,106,139,6,10,4,28.19559291542117
2269,1,0,1,1,30.34,32.575,28,26.0027,42,123,165,6,11,4,28.926277280533927
2270,1,0,1,1,31.16,33.335,25,31.0009,39,193,232,6,12,4,29.491072041949185
2271,1,0,1,1,32.8,34.09,24,23.9994,35,168,203,6,13,4,31.062946267057786
2272,1,0,1,1,31.98,33.335,24,22.0028,43,142,185,6,14,4,30.218245122714617
2273,1,0,1,1,32.8,34.09,21,26.0027,44,144,188,6,15,4,30.811968624551103
2274,1,0,1,1,32.8,34.09,22,32.9975,63,255,318,6,16,4,30.888594636035567
2275,1,0,1,1,31.16,32.575,20,35.0008,88,484,572,6,17,4,29.217770964928715
2276,1,0,1,1,30.34,32.575,22,26.0027,74,451,525,6,18,4,28.591844612178775
2277,1,0,1,1,29.52,31.82,23,19.9995,58,321,379,6,19,4,27.956056822710135
2278,1,0,1,1,28.7,31.82,24,12.998,51,286,337,6,20,4,27.360015879757775
2279,1,0,1,1,27.06,31.06,31,12.998,33,215,248,6,21,4,26.497013303661245
2280,1,0,1,1,26.24,31.06,33,16.9979,14,141,155,6,22,4,26.24
2281,1,0,1,1,25.42,31.06,35,15.0013,23,89,112,6,23,4,25.42
2282,1,0,1,1,25.42,31.06,38,19.0012,15,53,68,6,0,5,25.42
2283,1,0,1,1,24.6,31.06,38,23.9994,7,15,22,6,1,5,24.6
2284,1,0,1,1,22.96,26.515,43,15.0013,0,12,12,6,2,5,22.96
2285,1,0,1,1,22.14,25.76,49,15.0013,0,5,5,6,3,5,22.14
2286,1,0,1,1,21.32,25.0,48,22.0028,1,5,6,6,4,5,21.32
2287,1,0,1,1,21.32,25.0,48,23.9994,4,24,28,6,5,5,21.32
2288,1,0,1,1,22.14,25.76,45,19.9995,8,98,106,6,6,5,22.14
2289,1,0,1,1,22.14,25.76,45,16.9979,25,252,277,6,7,5,22.14
2290,1,0,1,2,22.96,26.515,43,22.0028,31,471,502,6,8,5,22.96
2291,1,0,1,1,23.78,27.275,40,11.0014,36,194,230,6,9,5,23.78
2292,1,0,1,1,25.42,31.06,33,16.9979,54,107,161,6,10,5,25.42
2293,1,0,1,1,26.24,31.06,31,22.0028,57,135,192,6,11,5,26.24
2294,1,0,1,1,27.06,31.06,27,19.0012,51,208,259,6,12,5,26.345004999135696
2295,1,0,1,1,27.88,31.06,26,16.9979,58,190,248,6,13,5,26.84527577634422
2296,1,0,1,1,28.7,31.82,28,19.0012,66,174,240,6,14,5,27.52786148121555
2297,1,0,1,1,28.7,31.82,28,19.0012,56,156,212,6,15,5,27.52786148121555
2298,1,0,1,1,29.52,31.82,26,22.0028,63,286,349,6,16,5,28.08856275196022
2299,1,0,1,1,29.52,31.82,25,19.0012,73,485,558,6,17,5,28.040655533418015
2300,1,0,1,1,28.7,31.82,24,19.9995,76,488,564,6,18,5,27.360015879757775
2301,1,0,1,1,27.88,31.06,26,19.0012,53,338,391,6,19,5,26.84527577634422
2302,1,0,1,1,26.24,31.06,29,11.0014,57,236,293,6,20,5,26.24
2303,1,0,1,1,26.24,31.06,29,7.0015,51,196,247,6,21,5,26.24
2304,1,0,1,1,25.42,31.06,35,0.0,26,145,171,6,22,5,25.42
2305,1,0,1,1,23.78,27.275,46,7.0015,30,141,171,6,23,5,23.78
2306,1,0,0,1,22.96,26.515,52,0.0,24,69,93,6,0,6,22.96
2307,1,0,0,1,22.14,25.76,64,7.0015,14,80,94,6,1,6,22.14
2308,1,0,0,1,22.14,25.76,56,12.998,18,41,59,6,2,6,22.14
2309,1,0,0,1,21.32,25.0,59,7.0015,8,10,18,6,3,6,21.32
2310,1,0,0,1,21.32,25.0,59,6.0032,4,11,15,6,4,6,21.32
2311,1,0,0,1,20.5,24.24,64,0.0,3,5,8,6,5,6,20.5
2312,1,0,0,1,22.14,25.76,60,0.0,11,17,28,6,6,6,22.14
2313,1,0,0,1,22.96,26.515,56,0.0,27,60,87,6,7,6,22.96
2314,1,0,0,1,24.6,31.06,46,6.0032,29,96,125,6,8,6,24.6
2315,1,0,0,1,25.42,31.06,43,8.9981,55,169,224,6,9,6,25.42
2316,1,0,0,1,26.24,31.06,38,7.0015,115,202,317,6,10,6,26.24
2317,1,0,0,1,27.06,31.06,36,8.9981,120,249,369,6,11,6,26.713268730434123
2318,1,0,0,1,28.7,31.82,32,11.0014,150,270,420,6,12,6,27.741960415224465
2319,1,0,0,1,30.34,32.575,28,8.9981,188,268,456,6,13,6,28.926277280533927
2320,1,0,0,1,30.34,32.575,33,15.0013,193,258,451,6,14,6,29.33082996669614
2321,1,0,0,2,30.34,32.575,27,27.9993,180,224,404,6,15,6,28.859096793759658
2322,1,0,0,2,29.52,32.575,30,8.9981,168,272,440,6,16,6,28.317577380717573
2323,1,0,0,2,29.52,32.575,34,16.9979,142,202,344,6,17,6,28.60640921681647
2324,1,0,0,2,30.34,32.575,30,11.0014,127,214,341,6,18,6,29.07436830454075
2325,1,0,0,2,28.7,31.82,39,6.0032,79,206,285,6,19,6,28.22793063119112
2326,1,0,0,2,28.7,32.575,48,6.0032,90,149,239,6,20,6,28.7
2327,1,0,0,2,27.06,31.06,47,7.0015,46,139,185,6,21,6,27.06
2328,1,0,0,1,26.24,31.06,57,15.0013,49,141,190,6,22,6,26.24
2329,1,0,0,2,26.24,31.06,57,0.0,29,121,150,6,23,6,26.24
2330,1,0,0,1,26.24,31.06,57,6.0032,23,90,113,6,0,7,26.24
2331,1,0,0,2,26.24,31.06,61,11.0014,26,70,96,6,1,7,26.24
2332,1,0,0,2,26.24,31.06,61,11.0014,16,48,64,6,2,7,26.24
2333,1,0,0,2,25.42,30.305,65,11.0014,22,25,47,6,3,7,25.42
2334,1,0,0,2,25.42,30.305,65,11.0014,4,8,12,6,4,7,25.42
2335,1,0,0,2,25.42,30.305,61,8.9981,1,5,6,6,5,7,25.42
2336,1,0,0,2,25.42,30.305,61,7.0015,10,11,21,6,6,7,25.42
2337,1,0,0,2,24.6,29.545,73,16.9979,8,19,27,6,7,7,24.6
2338,1,0,0,2,24.6,29.545,73,16.9979,24,74,98,6,8,7,24.6
2339,1,0,0,2,24.6,28.79,78,12.998,53,111,164,6,9,7,24.6
2340,1,0,0,2,25.42,29.545,73,6.0032,83,168,251,6,10,7,25.42
2341,1,0,0,2,26.24,30.305,69,7.0015,121,214,335,6,11,7,26.24
2342,1,0,0,2,26.24,30.305,69,7.0015,123,212,335,6,12,7,26.24
2343,1,0,0,1,27.06,31.06,65,7.0015,154,213,367,6,13,7,27.06
2344,1,0,0,1,28.7,32.575,58,11.0014,161,224,385,6,14,7,28.7
2345,1,0,0,1,28.7,32.575,54,0.0,161,256,417,6,15,7,28.7
2346,1,0,0,1,29.52,33.335,51,6.0032,138,260,398,6,16,7,29.52
2347,1,0,0,1,30.34,33.335,51,0.0,126,264,390,6,17,7,30.34
2348,1,0,0,1,28.7,32.575,58,7.0015,124,239,363,6,18,7,28.7
2349,1,0,0,1,27.88,31.82,65,11.0014,108,249,357,6,19,7,27.88
2350,1,0,0,1,27.06,31.06,69,12.998,84,195,279,6,20,7,27.06
2351,1,0,0,1,26.24,30.305,73,11.0014,54,111,165,6,21,7,26.24
2352,1,0,0,1,26.24,29.545,78,15.0013,36,94,130,6,22,7,26.24
2353,1,0,0,1,25.42,29.545,78,8.9981,25,61,86,6,23,7,25.42
2354,1,0,1,1,25.42,29.545,78,8.9981,11,18,29,6,0,1,25.42
2355,1,0,1,1,24.6,28.03,83,8.9981,9,5,14,6,1,1,24.6
2356,1,0,1,1,23.78,27.275,88,7.0015,4,4,8,6,2,1,23.78
2357,1,0,1,1,23.78,27.275,88,0.0,2,3,5,6,3,1,23.78
2358,1,0,1,1,22.96,26.515,94,7.0015,4,4,8,6,4,1,22.96
2359,1,0,1,1,22.96,26.515,88,6.0032,7,24,31,6,5,1,22.96
2360,1,0,1,1,23.78,27.275,88,0.0,11,101,112,6,6,1,23.78
2361,1,0,1,1,25.42,29.545,78,7.0015,18,281,299,6,7,1,25.42
2362,1,0,1,1,26.24,30.305,73,6.0032,28,410,438,6,8,1,26.24
2363,1,0,1,1,28.7,32.575,58,11.0014,26,162,188,6,9,1,28.7
2364,1,0,1,1,29.52,33.335,51,15.0013,31,64,95,6,10,1,29.52
2365,1,0,1,1,30.34,33.335,42,8.9981,39,72,111,6,11,1,30.34
2366,1,0,1,1,31.16,33.335,37,11.0014,25,128,153,6,12,1,30.698320678134777
2367,1,0,1,1,31.98,34.09,35,0.0,28,152,180,6,13,1,31.443083133128177
2368,1,0,1,1,31.98,34.09,31,8.9981,46,99,145,6,14,1,30.910551533593942
2369,1,0,1,1,32.8,34.85,29,12.998,38,127,165,6,15,1,31.621906391591086
2370,1,0,1,1,31.16,33.335,33,8.9981,34,233,267,6,16,1,30.209421948216228
2371,1,0,1,1,31.98,34.09,33,19.0012,63,516,579,6,17,1,31.164369339163386
2372,1,0,1,1,31.16,33.335,31,8.9981,56,500,556,6,18,1,29.997403527453212
2373,1,0,1,1,29.52,33.335,54,12.998,64,343,407,6,19,1,29.52
2374,1,0,1,1,27.88,31.82,61,8.9981,59,277,336,6,20,1,27.88
2375,1,0,1,1,27.06,31.06,57,6.0032,29,160,189,6,21,1,27.06
2376,1,0,1,1,27.06,31.06,61,6.0032,36,137,173,6,22,1,27.06
2377,1,0,1,1,26.24,30.305,69,6.0032,5,55,60,6,23,1,26.24
2378,1,0,1,1,26.24,30.305,65,6.0032,5,15,20,6,0,2,26.24
2379,1,0,1,1,25.42,30.305,69,8.9981,2,2,4,6,1,2,25.42
2380,1,0,1,1,24.6,29.545,73,6.0032,3,2,5,6,2,2,24.6
2381,1,0,1,1,24.6,29.545,73,6.0032,1,1,2,6,3,2,24.6
2382,1,0,1,1,23.78,27.275,83,8.9981,2,3,5,6,4,2,23.78
2383,1,0,1,1,23.78,27.275,88,11.0014,2,30,32,6,5,2,23.78
2384,1,0,1,1,24.6,28.79,78,8.9981,10,116,126,6,6,2,24.6
2385,1,0,1,2,26.24,30.305,69,12.998,23,311,334,6,7,2,26.24
2386,1,0,1,2,27.88,31.82,61,8.9981,45,432,477,6,8,2,27.88
2387,1,0,1,2,29.52,33.335,58,15.0013,27,190,217,6,9,2,29.52
2388,1,0,1,2,31.16,34.09,48,12.998,37,86,123,6,10,2,31.16
2389,1,0,1,2,31.16,34.85,52,16.9979,38,113,151,6,11,2,31.16
2390,1,0,1,2,32.8,36.365,46,19.0012,42,141,183,6,12,2,32.8
2391,1,0,1,2,32.8,36.365,43,16.9979,55,141,196,6,13,2,32.8
2392,1,0,1,2,32.8,36.365,43,19.0012,34,112,146,6,14,2,32.8
2393,1,0,1,2,33.62,37.12,41,22.0028,56,127,183,6,15,2,33.62
2394,1,0,1,1,32.8,35.605,38,15.0013,55,253,308,6,16,2,33.07112638487109
2395,1,0,1,1,32.8,36.365,43,16.9979,64,475,539,6,17,2,32.8
2396,1,0,1,1,31.98,34.85,46,19.0012,72,479,551,6,18,2,31.98
2397,1,0,1,1,31.16,34.09,48,16.9979,69,355,424,6,19,2,31.16
2398,1,0,1,1,30.34,34.09,56,8.9981,45,301,346,6,20,2,30.34
2399,1,0,1,1,29.52,34.09,70,8.9981,31,187,218,6,21,2,29.52
2400,1,0,1,1,28.7,32.575,65,8.9981,27,126,153,6,22,2,28.7
2401,1,0,1,1,27.88,31.82,79,7.0015,18,72,90,6,23,2,27.88
2402,1,0,1,1,27.06,29.545,89,8.9981,12,29,41,6,0,3,27.06
2403,1,0,1,1,27.06,30.305,78,0.0,3,20,23,6,1,3,27.06
2404,1,0,1,1,26.24,28.79,89,6.0032,0,7,7,6,2,3,26.24
2405,1,0,1,1,26.24,28.79,89,6.0032,2,1,3,6,3,3,26.24
2406,1,0,1,1,25.42,28.79,83,0.0,0,6,6,6,4,3,25.42
2407,1,0,1,1,25.42,28.03,88,0.0,0,21,21,6,5,3,25.42
2408,1,0,1,1,26.24,28.79,89,8.9981,13,103,116,6,6,3,26.24
2409,1,0,1,1,27.06,31.06,74,7.0015,24,329,353,6,7,3,27.06
2410,1,0,1,1,31.16,35.605,58,11.0014,46,435,481,6,8,3,31.16
2411,1,0,1,1,31.16,35.605,58,11.0014,34,168,202,6,9,3,31.16
2412,1,0,1,1,33.62,37.12,43,15.0013,27,63,90,6,10,3,33.62
2413,1,0,1,1,34.44,37.88,41,12.998,28,106,134,6,11,3,34.44
2414,1,0,1,1,36.08,40.91,42,8.9981,15,134,149,6,12,3,36.08
2415,1,0,1,1,36.9,42.425,42,0.0,20,116,136,6,13,3,36.9
2416,1,0,1,1,37.72,43.94,40,16.9979,44,111,155,6,14,3,42.79005725757797
2417,1,0,1,1,37.72,43.94,40,11.0014,28,100,128,6,15,3,42.79005725757797
2418,1,0,1,1,37.72,43.94,40,15.0013,34,199,233,6,16,3,42.79005725757797
2419,1,0,1,1,37.72,42.425,35,15.0013,80,426,506,6,17,3,40.729409006456194
2420,1,0,1,1,36.9,40.91,37,15.0013,61,398,459,6,18,3,39.8619098690756
2421,1,0,1,1,33.62,40.15,59,8.9981,61,323,384,6,19,3,33.62
2422,1,0,1,1,32.8,39.395,63,8.9981,55,225,280,6,20,3,32.8
2423,1,0,1,1,32.8,40.15,66,8.9981,34,168,202,6,21,3,32.8
2424,1,0,1,1,31.16,37.12,75,11.0014,37,139,176,6,22,3,31.16
2425,1,0,1,1,31.16,37.12,75,12.998,18,98,116,6,23,3,31.16
2426,1,0,1,2,30.34,35.605,79,8.9981,7,40,47,6,0,4,30.34
2427,1,0,1,1,30.34,35.605,79,7.0015,3,13,16,6,1,4,30.34
2428,1,0,1,2,29.52,35.605,84,11.0014,0,6,6,6,2,4,29.52
2429,1,0,1,2,29.52,35.605,84,7.0015,0,2,2,6,3,4,29.52
2430,1,0,1,2,29.52,34.85,79,6.0032,2,4,6,6,4,4,29.52
2431,1,0,1,2,28.7,33.335,84,0.0,1,19,20,6,5,4,28.7
2432,1,0,1,2,29.52,35.605,84,6.0032,13,105,118,6,6,4,29.52
2433,1,0,1,2,29.52,34.85,79,8.9981,31,283,314,6,7,4,29.52
2434,1,0,1,2,31.16,36.365,70,7.0015,32,400,432,6,8,4,31.16
2435,1,0,1,1,34.44,39.395,49,0.0,20,148,168,6,9,4,34.44
2436,1,0,1,1,35.26,40.91,50,19.0012,20,74,94,6,10,4,35.26
2437,1,0,1,1,36.9,42.425,42,15.0013,36,82,118,6,11,4,36.9
2438,1,0,1,1,37.72,42.425,35,12.998,40,100,140,6,12,4,40.729409006456194
2439,1,0,1,1,36.9,40.91,37,6.0032,18,118,136,6,13,4,39.8619098690756
2440,1,0,1,1,37.72,43.94,40,12.998,25,93,118,6,14,4,42.79005725757797
2441,1,0,1,1,38.54,41.665,31,11.0014,18,86,104,6,15,4,40.77257511930914
2442,1,0,1,1,37.72,41.665,33,8.9981,30,170,200,6,16,4,39.986952539755414
2443,1,0,1,1,36.9,40.91,37,16.9979,54,355,409,6,17,4,39.8619098690756
2444,1,0,1,1,36.08,40.15,39,19.0012,52,414,466,6,18,4,38.95699403291599
