season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,day_light,day_length,months,hours,years,week_days
1,0,1,1,13.94,15.15,46,22.0028,36,245,1,45669.0,4,17,2011,5
1,0,1,1,13.94,15.15,46,22.0028,36,205,1,45669.0,4,18,2011,5
1,0,1,1,13.94,15.15,49,22.0028,16,120,1,45669.0,4,19,2011,5
1,0,1,1,13.12,15.91,53,12.998,2,75,0,45669.0,4,20,2011,5
1,0,1,1,13.12,16.665,53,8.9981,9,84,0,45669.0,4,21,2011,5
1,0,1,1,12.3,15.15,56,11.0014,10,64,0,45669.0,4,22,2011,5
1,0,1,1,12.3,15.91,61,6.0032,12,41,0,45669.0,4,23,2011,5
1,0,0,2,12.3,16.665,61,0.0,3,29,0,45820.0,4,0,2011,6
1,0,0,1,10.66,13.635,65,8.9981,4,28,0,45820.0,4,1,2011,6
1,0,0,1,9.84,12.12,75,8.9981,1,20,0,45820.0,4,2,2011,6
1,0,0,1,9.84,12.12,70,11.0014,1,8,0,45820.0,4,3,2011,6
1,0,0,1,9.84,12.12,70,11.0014,0,5,0,45820.0,4,4,2011,6
1,0,0,2,9.84,12.12,75,11.0014,1,4,0,45820.0,4,5,2011,6
1,0,0,1,10.66,13.635,70,7.0015,5,7,0,45820.0,4,6,2011,6
1,0,0,2,10.66,13.635,70,7.0015,2,16,1,45820.0,4,7,2011,6
1,0,0,1,12.3,15.91,70,7.0015,10,45,1,45820.0,4,8,2011,6
1,0,0,2,13.94,17.425,66,7.0015,22,65,1,45820.0,4,9,2011,6
1,0,0,2,14.76,17.425,57,11.0014,41,113,1,45820.0,4,10,2011,6
1,0,0,2,16.4,20.455,47,11.0014,72,126,1,45820.0,4,11,2011,6
1,0,0,3,13.12,16.665,81,8.9981,84,100,1,45820.0,4,12,2011,6
1,0,0,1,13.94,16.665,81,8.9981,56,81,1,45820.0,4,13,2011,6
1,0,0,3,13.12,15.15,76,22.0028,97,93,1,45820.0,4,14,2011,6
1,0,0,3,13.94,15.15,76,26.0027,72,64,1,45820.0,4,15,2011,6
1,0,0,1,15.58,19.695,62,22.0028,111,85,1,45820.0,4,16,2011,6
1,0,0,1,15.58,19.695,54,23.9994,89,95,1,45820.0,4,17,2011,6
1,0,0,1,15.58,19.695,54,12.998,69,110,1,45820.0,4,18,2011,6
1,0,0,1,14.76,16.665,53,23.9994,71,77,1,45820.0,4,19,2011,6
1,0,0,1,13.94,15.91,53,19.0012,29,56,0,45820.0,4,20,2011,6
1,0,0,1,13.12,15.15,61,16.9979,24,53,0,45820.0,4,21,2011,6
1,0,0,1,13.12,15.15,61,19.9995,14,41,0,45820.0,4,22,2011,6
1,0,0,1,13.12,15.91,61,11.0014,20,33,0,45820.0,4,23,2011,6
1,0,0,1,12.3,14.395,65,12.998,8,31,0,45971.0,4,0,2011,7
1,0,0,1,12.3,15.91,61,7.0015,8,26,0,45971.0,4,1,2011,7
1,0,0,1,10.66,13.635,70,8.9981,5,19,0,45971.0,4,2,2011,7
1,0,0,1,12.3,16.665,61,0.0,3,8,0,45971.0,4,3,2011,7
1,0,0,1,11.48,15.15,70,6.0032,3,0,0,45971.0,4,4,2011,7
1,0,0,1,11.48,13.635,65,15.0013,1,4,0,45971.0,4,5,2011,7
1,0,0,1,11.48,13.635,65,12.998,10,23,0,45971.0,4,6,2011,7
1,0,0,1,13.12,15.15,57,15.0013,13,20,1,45971.0,4,7,2011,7
1,0,0,1,13.94,16.665,57,11.0014,18,44,1,45971.0,4,8,2011,7
1,0,0,1,14.76,15.91,50,32.9975,68,74,1,45971.0,4,9,2011,7
1,0,0,1,16.4,20.455,43,27.9993,111,104,1,45971.0,4,10,2011,7
1,0,0,1,17.22,21.21,41,16.9979,139,104,1,45971.0,4,11,2011,7
1,0,0,1,18.04,21.97,38,19.0012,166,147,1,45971.0,4,12,2011,7
1,0,0,1,18.04,21.97,33,19.9995,219,148,1,45971.0,4,13,2011,7
1,0,0,1,18.86,22.725,31,8.9981,240,109,1,45971.0,4,14,2011,7
1,0,0,2,18.86,22.725,33,0.0,174,118,1,45971.0,4,15,2011,7
1,0,0,2,18.86,22.725,31,12.998,147,156,1,45971.0,4,16,2011,7
1,0,0,2,18.86,22.725,28,8.9981,148,126,1,45971.0,4,17,2011,7
1,0,0,2,18.86,22.725,31,0.0,71,101,1,45971.0,4,18,2011,7
1,0,0,2,17.22,21.21,44,12.998,51,93,1,45971.0,4,19,2011,7
1,0,0,3,17.22,21.21,41,15.0013,24,55,0,45971.0,4,20,2011,7
1,0,0,2,17.22,21.21,44,15.0013,8,37,0,45971.0,4,21,2011,7
1,0,0,1,16.4,20.455,43,7.0015,7,29,0,45971.0,4,22,2011,7
1,0,0,1,16.4,20.455,50,6.0032,9,22,0,45971.0,4,23,2011,7
1,0,1,1,16.4,20.455,50,15.0013,1,5,0,46121.0,4,0,2011,1
1,0,1,1,16.4,20.455,56,23.9994,7,4,0,46121.0,4,1,2011,1
1,0,1,1,15.58,19.695,66,16.9979,1,1,0,46121.0,4,2,2011,1
1,0,1,1,15.58,19.695,66,19.0012,1,0,0,46121.0,4,3,2011,1
1,0,1,1,15.58,19.695,71,19.9995,1,1,0,46121.0,4,4,2011,1
1,0,1,1,16.4,20.455,62,16.9979,0,7,0,46121.0,4,5,2011,1
1,0,1,1,17.22,21.21,58,19.0012,3,43,0,46121.0,4,6,2011,1
1,0,1,2,18.04,21.97,54,16.9979,7,150,1,46121.0,4,7,2011,1
1,0,1,2,18.86,22.725,55,19.9995,31,308,1,46121.0,4,8,2011,1
1,0,1,2,20.5,24.24,51,26.0027,24,134,1,46121.0,4,9,2011,1
1,0,1,2,22.14,25.76,45,23.9994,35,55,1,46121.0,4,10,2011,1
1,0,1,1,24.6,31.06,40,26.0027,58,66,1,46121.0,4,11,2011,1
1,0,1,1,26.24,31.06,36,31.0009,59,98,1,46121.0,4,12,2011,1
1,0,1,1,27.88,31.82,34,22.0028,47,92,1,46121.0,4,13,2011,1
1,0,1,2,30.34,32.575,27,32.9975,47,76,1,46121.0,4,14,2011,1
1,0,1,1,31.16,33.335,23,36.9974,47,96,1,46121.0,4,15,2011,1
1,0,1,1,31.16,32.575,22,35.0008,59,130,1,46121.0,4,16,2011,1
1,0,1,1,30.34,32.575,23,40.9973,83,283,1,46121.0,4,17,2011,1
1,0,1,2,29.52,31.82,23,32.9975,78,308,1,46121.0,4,18,2011,1
1,0,1,1,28.7,31.82,24,31.0009,51,227,1,46121.0,4,19,2011,1
1,0,1,2,28.7,31.82,24,36.9974,40,133,0,46121.0,4,20,2011,1
1,0,1,2,28.7,31.82,30,30.0026,19,76,0,46121.0,4,21,2011,1
1,0,1,2,27.88,31.82,36,31.0009,17,58,0,46121.0,4,22,2011,1
1,0,1,2,26.24,31.06,47,15.0013,18,30,0,46121.0,4,23,2011,1
1,0,1,1,25.42,31.06,50,7.0015,10,12,0,46271.0,4,0,2011,2
1,0,1,3,25.42,31.06,57,27.9993,10,5,0,46271.0,4,1,2011,2
1,0,1,2,22.14,25.76,73,22.0028,0,5,0,46271.0,4,2,2011,2
1,0,1,2,22.14,25.76,73,22.0028,1,3,0,46271.0,4,3,2011,2
1,0,1,3,20.5,24.24,88,32.9975,0,2,0,46271.0,4,4,2011,2
1,0,1,3,18.86,22.725,94,19.9995,0,5,0,46271.0,4,5,2011,2
1,0,1,2,19.68,23.485,88,22.0028,2,36,0,46271.0,4,6,2011,2
1,0,1,2,19.68,23.485,88,22.0028,10,124,1,46271.0,4,7,2011,2
1,0,1,3,15.58,19.695,87,39.0007,9,148,1,46271.0,4,8,2011,2
1,0,1,3,14.76,15.91,87,32.9975,2,44,1,46271.0,4,9,2011,2
1,0,1,3,13.94,15.15,81,26.0027,3,25,1,46271.0,4,10,2011,2
1,0,1,3,13.12,14.395,81,30.0026,1,18,1,46271.0,4,11,2011,2
1,0,1,2,13.94,15.15,71,26.0027,6,32,1,46271.0,4,12,2011,2
1,0,1,2,14.76,16.665,63,27.9993,5,51,1,46271.0,4,13,2011,2
1,0,1,2,14.76,15.91,57,32.9975,9,67,1,46271.0,4,14,2011,2
1,0,1,1,16.4,20.455,46,31.0009,6,62,1,46271.0,4,15,2011,2
1,0,1,1,15.58,19.695,46,27.9993,17,113,1,46271.0,4,16,2011,2
1,0,1,1,17.22,21.21,38,27.9993,27,246,1,46271.0,4,17,2011,2
1,0,1,1,15.58,19.695,40,32.9975,19,248,1,46271.0,4,18,2011,2
1,0,1,1,14.76,16.665,43,19.9995,12,148,1,46271.0,4,19,2011,2
1,0,1,1,13.94,15.91,46,19.0012,4,87,0,46271.0,4,20,2011,2
1,0,1,1,13.94,14.395,46,35.0008,8,81,0,46271.0,4,21,2011,2
1,0,1,1,13.12,15.15,49,19.9995,3,43,0,46271.0,4,22,2011,2
1,0,1,1,12.3,14.395,49,19.0012,3,23,0,46271.0,4,23,2011,2
1,0,1,1,12.3,15.91,49,7.0015,0,15,0,46421.0,4,0,2011,3
1,0,1,1,10.66,13.635,60,8.9981,0,2,0,46421.0,4,1,2011,3
1,0,1,1,9.84,12.12,70,8.9981,0,5,0,46421.0,4,2,2011,3
1,0,1,1,10.66,13.635,60,8.9981,0,4,0,46421.0,4,3,2011,3
1,0,1,1,9.84,12.12,65,8.9981,0,1,0,46421.0,4,4,2011,3
1,0,1,1,9.84,12.88,70,7.0015,1,12,0,46421.0,4,5,2011,3
1,0,1,1,9.84,12.88,70,7.0015,4,52,0,46421.0,4,6,2011,3
1,0,1,1,10.66,13.635,65,7.0015,3,130,1,46421.0,4,7,2011,3
1,0,1,1,13.12,15.15,61,15.0013,17,308,1,46421.0,4,8,2011,3
1,0,1,1,14.76,16.665,46,16.9979,8,157,1,46421.0,4,9,2011,3
1,0,1,1,16.4,20.455,37,26.0027,21,48,1,46421.0,4,10,2011,3
1,0,1,1,17.22,21.21,38,26.0027,23,70,1,46421.0,4,11,2011,3
1,0,1,1,18.04,21.97,41,16.9979,22,112,1,46421.0,4,12,2011,3
1,0,1,1,18.86,22.725,38,32.9975,29,83,1,46421.0,4,13,2011,3
1,0,1,1,20.5,24.24,34,27.9993,35,80,1,46421.0,4,14,2011,3
1,0,1,1,21.32,25.0,32,22.0028,34,83,1,46421.0,4,15,2011,3
1,0,1,1,22.14,25.76,28,27.9993,27,142,1,46421.0,4,16,2011,3
1,0,1,1,21.32,25.0,32,30.0026,53,303,1,46421.0,4,17,2011,3
1,0,1,1,21.32,25.0,29,23.9994,43,282,1,46421.0,4,18,2011,3
1,0,1,1,20.5,24.24,31,19.9995,36,196,1,46421.0,4,19,2011,3
1,0,1,1,18.86,22.725,51,15.0013,15,126,0,46421.0,4,20,2011,3
1,0,1,1,18.86,22.725,41,19.0012,18,84,0,46421.0,4,21,2011,3
1,0,1,1,18.86,22.725,41,19.0012,13,71,0,46421.0,4,22,2011,3
1,0,1,1,18.86,22.725,41,19.9995,11,29,0,46421.0,4,23,2011,3
1,0,1,1,18.86,22.725,41,19.0012,5,15,0,46571.0,4,0,2011,4
1,0,1,1,17.22,21.21,47,8.9981,2,11,0,46571.0,4,1,2011,4
1,0,1,1,17.22,21.21,54,0.0,0,7,0,46571.0,4,2,2011,4
1,0,1,1,14.76,17.425,66,12.998,0,3,0,46571.0,4,3,2011,4
1,0,1,1,13.94,16.665,76,12.998,0,1,0,46571.0,4,4,2011,4
1,0,1,1,13.94,15.91,76,15.0013,0,6,0,46571.0,4,5,2011,4
1,0,1,1,13.12,15.15,81,16.9979,5,59,0,46571.0,4,6,2011,4
1,0,1,2,13.94,16.665,76,11.0014,8,152,1,46571.0,4,7,2011,4
1,0,1,1,14.76,17.425,76,12.998,23,291,1,46571.0,4,8,2011,4
1,0,1,2,16.4,20.455,66,8.9981,15,155,1,46571.0,4,9,2011,4
1,0,1,2,17.22,21.21,67,7.0015,29,66,1,46571.0,4,10,2011,4
1,0,1,2,18.86,22.725,55,0.0,36,86,1,46571.0,4,11,2011,4
1,0,1,2,18.86,22.725,55,0.0,39,114,1,46571.0,4,12,2011,4
1,0,1,2,21.32,25.0,48,6.0032,36,99,1,46571.0,4,13,2011,4
1,0,1,1,22.96,26.515,43,6.0032,46,111,1,46571.0,4,14,2011,4
1,0,1,1,24.6,31.06,38,7.0015,27,133,1,46571.0,4,15,2011,4
1,0,1,1,24.6,31.06,35,0.0,52,161,1,46571.0,4,16,2011,4
1,0,1,1,21.32,25.0,52,19.0012,63,280,1,46571.0,4,17,2011,4
1,0,1,1,19.68,23.485,55,16.9979,68,265,1,46571.0,4,18,2011,4
1,0,1,1,18.86,22.725,59,19.9995,34,192,1,46571.0,4,19,2011,4
1,0,1,1,18.04,21.97,62,11.0014,37,166,0,46571.0,4,20,2011,4
1,0,1,2,18.04,21.97,67,19.0012,19,89,0,46571.0,4,21,2011,4
1,0,1,2,16.4,20.455,76,12.998,18,63,0,46571.0,4,22,2011,4
1,0,1,1,15.58,19.695,76,16.9979,9,45,0,46571.0,4,23,2011,4
1,0,1,2,14.76,17.425,76,15.0013,4,21,0,46719.0,4,0,2011,5
1,0,1,2,13.94,16.665,76,8.9981,3,6,0,46719.0,4,1,2011,5
1,0,1,3,13.94,16.665,76,11.0014,3,10,0,46719.0,4,2,2011,5
1,0,1,3,13.94,16.665,76,11.0014,0,1,0,46719.0,4,3,2011,5
1,0,1,2,13.94,16.665,86,8.9981,0,1,0,46719.0,4,4,2011,5
1,0,1,2,13.12,15.91,87,12.998,1,8,0,46719.0,4,5,2011,5
1,0,1,2,13.94,18.18,87,0.0,2,33,0,46719.0,4,6,2011,5
1,0,1,3,13.94,16.665,87,11.0014,4,109,1,46719.0,4,7,2011,5
1,0,1,3,13.94,16.665,87,11.0014,13,208,1,46719.0,4,8,2011,5
1,0,1,2,14.76,17.425,76,12.998,17,168,1,46719.0,4,9,2011,5
1,0,1,2,14.76,16.665,71,19.0012,10,63,1,46719.0,4,10,2011,5
1,0,1,2,16.4,20.455,62,26.0027,19,79,1,46719.0,4,11,2011,5
1,0,1,3,15.58,19.695,66,15.0013,29,51,1,46719.0,4,12,2011,5
1,0,1,3,14.76,16.665,76,19.0012,7,35,1,46719.0,4,13,2011,5
1,0,1,3,13.94,15.91,87,15.0013,2,13,1,46719.0,4,14,2011,5
1,0,1,3,13.94,15.91,87,15.0013,1,24,1,46719.0,4,15,2011,5
1,0,1,2,13.12,15.15,93,16.9979,2,58,1,46719.0,4,16,2011,5
1,0,1,3,13.12,15.15,93,16.9979,10,138,1,46719.0,4,17,2011,5
1,0,1,3,13.12,15.15,93,16.9979,8,54,1,46719.0,4,18,2011,5
1,0,1,3,12.3,13.635,93,27.9993,1,52,1,46719.0,4,19,2011,5
1,0,1,2,12.3,13.635,93,22.0028,12,51,0,46719.0,4,20,2011,5
1,0,1,2,12.3,14.395,93,16.9979,11,43,0,46719.0,4,21,2011,5
1,0,1,2,12.3,13.635,93,19.9995,9,42,0,46719.0,4,22,2011,5
1,0,1,2,12.3,14.395,93,15.0013,4,31,0,46719.0,4,23,2011,5
1,0,0,2,12.3,14.395,87,15.0013,5,26,0,46868.0,4,0,2011,6
1,0,0,2,12.3,15.15,87,8.9981,3,17,0,46868.0,4,1,2011,6
1,0,0,2,13.12,15.15,87,15.0013,2,15,0,46868.0,4,2,2011,6
1,0,0,3,12.3,14.395,100,16.9979,3,11,0,46868.0,4,3,2011,6
1,0,0,3,12.3,13.635,100,16.9979,0,3,0,46868.0,4,4,2011,6
1,0,0,2,12.3,14.395,93,15.0013,0,5,0,46868.0,4,5,2011,6
1,0,0,2,12.3,14.395,93,12.998,0,13,0,46868.0,4,6,2011,6
1,0,0,2,12.3,15.15,93,11.0014,8,13,1,46868.0,4,7,2011,6
1,0,0,2,13.12,15.15,93,11.0014,7,47,1,46868.0,4,8,2011,6
1,0,0,2,13.94,17.425,87,7.0015,27,71,1,46868.0,4,9,2011,6
1,0,0,2,13.94,16.665,87,8.9981,43,90,1,46868.0,4,10,2011,6
1,0,0,2,14.76,18.18,81,0.0,51,91,1,46868.0,4,11,2011,6
1,0,0,2,14.76,17.425,81,8.9981,79,123,1,46868.0,4,12,2011,6
1,0,0,2,14.76,18.94,81,0.0,114,108,1,46868.0,4,13,2011,6
1,0,0,2,14.76,17.425,81,8.9981,94,118,1,46868.0,4,14,2011,6
1,0,0,2,14.76,18.94,87,0.0,85,116,1,46868.0,4,15,2011,6
1,0,0,2,15.58,19.695,82,0.0,73,118,1,46868.0,4,16,2011,6
1,0,0,2,15.58,19.695,82,6.0032,128,129,1,46868.0,4,17,2011,6
1,0,0,2,15.58,19.695,82,7.0015,48,129,1,46868.0,4,18,2011,6
1,0,0,2,15.58,19.695,82,8.9981,47,83,1,46868.0,4,19,2011,6
1,0,0,2,15.58,19.695,87,11.0014,19,74,0,46868.0,4,20,2011,6
1,0,0,2,14.76,17.425,93,8.9981,10,65,0,46868.0,4,21,2011,6
1,0,0,2,14.76,17.425,93,8.9981,21,66,0,46868.0,4,22,2011,6
1,0,0,2,15.58,19.695,87,6.0032,12,45,0,46868.0,4,23,2011,6
1,0,0,2,15.58,19.695,87,6.0032,5,48,0,47016.0,4,0,2011,7
1,0,0,2,15.58,19.695,87,8.9981,6,31,0,47016.0,4,1,2011,7
1,0,0,2,15.58,19.695,87,6.0032,12,24,0,47016.0,4,2,2011,7
1,0,0,2,15.58,19.695,87,8.9981,5,11,0,47016.0,4,3,2011,7
1,0,0,2,14.76,18.18,93,7.0015,3,2,0,47016.0,4,4,2011,7
1,0,0,2,14.76,18.18,93,6.0032,0,4,0,47016.0,4,5,2011,7
1,0,0,2,14.76,18.18,93,6.0032,0,4,0,47016.0,4,6,2011,7
1,0,0,2,14.76,18.18,100,6.0032,3,7,1,47016.0,4,7,2011,7
1,0,0,2,15.58,19.695,94,6.0032,17,38,1,47016.0,4,8,2011,7
1,0,0,2,15.58,19.695,94,8.9981,31,50,1,47016.0,4,9,2011,7
1,0,0,2,16.4,20.455,87,0.0,69,81,1,47016.0,4,10,2011,7
1,0,0,2,16.4,20.455,87,8.9981,93,109,1,47016.0,4,11,2011,7
1,0,0,2,17.22,21.21,88,8.9981,94,136,1,47016.0,4,12,2011,7
1,0,0,1,18.86,22.725,82,7.0015,121,142,1,47016.0,4,13,2011,7
1,0,0,1,20.5,24.24,72,12.998,148,133,1,47016.0,4,14,2011,7
1,0,0,1,20.5,24.24,77,15.0013,156,141,1,47016.0,4,15,2011,7
1,0,0,2,21.32,25.0,72,11.0014,135,153,1,47016.0,4,16,2011,7
1,0,0,2,21.32,25.0,72,12.998,84,152,1,47016.0,4,17,2011,7
1,0,0,1,20.5,24.24,77,12.998,103,137,1,47016.0,4,18,2011,7
1,0,0,1,20.5,24.24,77,12.998,47,84,1,47016.0,4,19,2011,7
1,0,0,1,18.86,22.725,82,8.9981,21,71,0,47016.0,4,20,2011,7
1,0,0,1,18.04,21.97,88,12.998,18,77,0,47016.0,4,21,2011,7
1,0,0,1,18.04,21.97,94,16.9979,12,45,0,47016.0,4,22,2011,7
1,0,0,1,18.86,22.725,88,23.9994,5,27,0,47016.0,4,23,2011,7
1,0,1,1,19.68,23.485,88,22.0028,7,16,0,47164.0,4,0,2011,1
1,0,1,1,18.86,22.725,94,19.0012,1,3,0,47164.0,4,1,2011,1
1,0,1,1,18.86,22.725,94,19.0012,7,2,0,47164.0,4,2,2011,1
1,0,1,1,18.86,22.725,94,12.998,0,1,0,47164.0,4,4,2011,1
1,0,1,1,18.86,22.725,94,12.998,1,12,0,47164.0,4,5,2011,1
1,0,1,2,18.86,22.725,100,15.0013,2,59,0,47164.0,4,6,2011,1
1,0,1,2,20.5,24.24,88,15.0013,12,164,1,47164.0,4,7,2011,1
1,0,1,2,21.32,25.0,88,19.0012,28,286,1,47164.0,4,8,2011,1
1,0,1,2,22.96,26.515,83,19.0012,33,132,1,47164.0,4,9,2011,1
1,0,1,2,22.96,26.515,83,19.9995,41,55,1,47164.0,4,10,2011,1
1,0,1,2,24.6,29.545,73,19.9995,45,59,1,47164.0,4,11,2011,1
1,0,1,2,24.6,29.545,73,22.0028,37,97,1,47164.0,4,12,2011,1
1,0,1,2,26.24,30.305,69,27.9993,62,77,1,47164.0,4,13,2011,1
1,0,1,2,29.52,33.335,54,23.9994,60,85,1,47164.0,4,14,2011,1
1,0,1,1,30.34,33.335,48,35.0008,56,85,1,47164.0,4,15,2011,1
1,0,1,1,30.34,33.335,48,35.0008,73,162,1,47164.0,4,16,2011,1
1,0,1,1,30.34,33.335,48,35.0008,100,352,1,47164.0,4,17,2011,1
1,0,1,1,29.52,33.335,51,26.0027,93,290,1,47164.0,4,18,2011,1
1,0,1,1,29.52,33.335,51,30.0026,73,211,1,47164.0,4,19,2011,1
1,0,1,1,27.88,31.82,57,35.0008,44,122,0,47164.0,4,20,2011,1
1,0,1,1,27.06,31.06,61,16.9979,39,119,0,47164.0,4,21,2011,1
1,0,1,2,26.24,31.06,50,19.0012,25,66,0,47164.0,4,22,2011,1
1,0,1,3,23.78,27.275,60,0.0,16,38,0,47164.0,4,23,2011,1
1,0,1,2,25.42,31.06,50,7.0015,11,13,0,47311.0,4,0,2011,2
1,0,1,2,25.42,31.06,50,6.0032,6,7,0,47311.0,4,1,2011,2
1,0,1,2,24.6,31.06,53,8.9981,7,7,0,47311.0,4,2,2011,2
1,0,1,2,23.78,27.275,56,8.9981,0,1,0,47311.0,4,3,2011,2
1,0,1,2,22.96,26.515,64,8.9981,4,2,0,47311.0,4,4,2011,2
1,0,1,2,22.14,25.76,68,8.9981,1,15,0,47311.0,4,5,2011,2
1,0,1,2,22.14,25.76,68,19.0012,3,55,0,47311.0,4,6,2011,2
1,0,1,2,22.14,25.76,68,15.0013,12,177,1,47311.0,4,7,2011,2
1,0,1,3,19.68,23.485,88,26.0027,15,211,1,47311.0,4,8,2011,2
1,0,1,3,18.86,22.725,94,32.9975,4,50,1,47311.0,4,9,2011,2
1,0,1,3,20.5,24.24,82,27.9993,6,34,1,47311.0,4,10,2011,2
1,0,1,1,21.32,25.0,77,23.9994,11,38,1,47311.0,4,11,2011,2
1,0,1,2,22.96,26.515,64,31.0009,9,83,1,47311.0,4,12,2011,2
1,0,1,3,22.14,25.76,68,19.0012,22,84,1,47311.0,4,13,2011,2
1,0,1,2,20.5,24.24,82,19.0012,16,28,1,47311.0,4,14,2011,2
1,0,1,2,19.68,23.485,77,35.0008,24,54,1,47311.0,4,15,2011,2
1,0,1,2,19.68,23.485,77,26.0027,19,80,1,47311.0,4,16,2011,2
1,0,1,3,18.04,21.97,77,15.0013,29,262,1,47311.0,4,17,2011,2
1,0,1,3,18.04,21.97,77,15.0013,21,203,1,47311.0,4,18,2011,2
1,0,1,2,17.22,21.21,82,19.0012,3,127,1,47311.0,4,19,2011,2
1,0,1,2,17.22,21.21,82,19.0012,9,94,0,47311.0,4,20,2011,2
1,0,1,2,17.22,21.21,82,12.998,10,74,0,47311.0,4,21,2011,2
1,0,1,2,16.4,20.455,94,19.9995,7,47,0,47311.0,4,22,2011,2
1,0,1,2,16.4,20.455,94,16.9979,8,31,0,47311.0,4,23,2011,2
1,0,1,2,16.4,20.455,100,19.9995,3,12,0,47458.0,4,0,2011,3
1,0,1,2,16.4,20.455,100,19.9995,0,1,0,47458.0,4,1,2011,3
1,0,1,3,16.4,20.455,100,19.9995,0,2,0,47458.0,4,2,2011,3
1,0,1,3,16.4,20.455,94,22.0028,0,2,0,47458.0,4,3,2011,3
1,0,1,3,16.4,20.455,94,22.0028,1,2,0,47458.0,4,4,2011,3
1,0,1,3,15.58,19.695,94,16.9979,1,4,0,47458.0,4,5,2011,3
1,0,1,3,15.58,19.695,94,15.0013,1,33,0,47458.0,4,6,2011,3
1,0,1,3,14.76,17.425,100,15.0013,3,67,1,47458.0,4,7,2011,3
1,0,1,3,15.58,19.695,94,12.998,6,158,1,47458.0,4,8,2011,3
1,0,1,2,15.58,19.695,94,15.0013,2,63,1,47458.0,4,9,2011,3
1,0,1,2,16.4,20.455,87,12.998,4,42,1,47458.0,4,10,2011,3
1,0,1,2,17.22,21.21,82,12.998,4,57,1,47458.0,4,11,2011,3
1,0,1,3,17.22,21.21,82,16.9979,12,83,1,47458.0,4,12,2011,3
1,0,1,2,18.04,21.97,77,12.998,6,55,1,47458.0,4,13,2011,3
1,0,1,2,17.22,21.21,77,16.9979,24,82,1,47458.0,4,14,2011,3
1,0,1,2,18.04,21.97,72,19.0012,12,69,1,47458.0,4,15,2011,3
1,0,1,1,18.86,22.725,67,19.0012,23,119,1,47458.0,4,16,2011,3
1,0,1,1,18.86,22.725,67,19.9995,25,284,1,47458.0,4,17,2011,3
1,0,1,1,18.04,21.97,62,26.0027,28,293,1,47458.0,4,18,2011,3
1,0,1,1,18.04,21.97,62,16.9979,15,160,1,47458.0,4,19,2011,3
1,0,1,1,18.04,21.97,62,16.9979,7,119,0,47458.0,4,20,2011,3
1,0,1,1,17.22,21.21,67,11.0014,17,100,0,47458.0,4,21,2011,3
1,0,1,1,17.22,21.21,67,12.998,10,89,0,47458.0,4,22,2011,3
1,0,1,1,16.4,20.455,71,8.9981,5,57,0,47458.0,4,23,2011,3
1,0,1,1,15.58,19.695,76,8.9981,3,18,0,47604.0,4,0,2011,4
1,0,1,1,15.58,19.695,76,15.0013,1,9,0,47604.0,4,1,2011,4
1,0,1,1,14.76,17.425,76,8.9981,0,3,0,47604.0,4,2,2011,4
1,0,1,1,13.94,16.665,81,8.9981,0,2,0,47604.0,4,3,2011,4
1,0,1,1,13.94,18.18,76,0.0,1,8,0,47604.0,4,4,2011,4
1,0,1,1,13.94,17.425,76,6.0032,2,12,0,47604.0,4,5,2011,4
1,0,1,1,13.94,17.425,76,7.0015,4,66,0,47604.0,4,6,2011,4
1,0,1,1,15.58,19.695,66,0.0,11,182,1,47604.0,4,7,2011,4
1,0,1,1,17.22,21.21,58,11.0014,21,316,1,47604.0,4,8,2011,4
1,0,1,1,18.86,22.725,51,8.9981,18,152,1,47604.0,4,9,2011,4
1,0,1,1,20.5,24.24,51,12.998,21,68,1,47604.0,4,10,2011,4
1,0,1,1,21.32,25.0,45,11.0014,28,87,1,47604.0,4,11,2011,4
1,0,1,1,22.14,25.76,42,8.9981,35,110,1,47604.0,4,12,2011,4
1,0,1,1,22.96,26.515,37,15.0013,38,121,1,47604.0,4,13,2011,4
1,0,1,1,22.96,26.515,35,6.0032,36,101,1,47604.0,4,14,2011,4
1,0,1,1,24.6,31.06,31,6.0032,57,85,1,47604.0,4,15,2011,4
1,0,1,1,24.6,30.305,26,7.0015,49,153,1,47604.0,4,16,2011,4
1,0,1,1,24.6,30.305,28,0.0,50,338,1,47604.0,4,17,2011,4
1,0,1,1,22.96,26.515,30,0.0,47,290,1,47604.0,4,18,2011,4
1,0,1,1,22.14,25.76,32,0.0,37,222,1,47604.0,4,19,2011,4
1,0,1,1,20.5,24.24,51,12.998,22,147,0,47604.0,4,20,2011,4
1,0,1,1,18.86,22.725,63,8.9981,19,126,0,47604.0,4,21,2011,4
1,0,1,1,19.68,23.485,55,7.0015,22,82,0,47604.0,4,22,2011,4
1,0,1,1,18.86,22.725,59,7.0015,7,40,0,47604.0,4,23,2011,4
1,1,0,1,18.04,21.97,67,0.0,6,21,0,47749.0,4,0,2011,5
1,1,0,1,18.04,21.97,62,0.0,6,9,0,47749.0,4,1,2011,5
1,1,0,1,16.4,20.455,76,0.0,8,10,0,47749.0,4,2,2011,5
1,1,0,1,16.4,20.455,76,0.0,0,3,0,47749.0,4,3,2011,5
1,1,0,1,15.58,19.695,82,6.0032,0,3,0,47749.0,4,4,2011,5
1,1,0,1,14.76,18.18,81,7.0015,2,11,0,47749.0,4,5,2011,5
1,1,0,1,14.76,18.18,81,6.0032,5,42,0,47749.0,4,6,2011,5
